Station,Station.Id,State.Code,State.Name,Network.Co,Network.Na,Elevation,Latitude,Longitude,County.Nam,County.Cod,Start.Date,End.Date,Aspect_tif,Slope_tif1,join_lat,join_lon,distance,Station Name,Southness,Lancover_code,Landcover_detail,Koppen_code_ID,Koppen_code_name,KoppenClass,elevation prompt,southness prompt,koppen prompt,landcover prompt
Summit Lake,801,OR,OREGON,SNTL,SNOTEL,5610,43.44907,-122.13808,Klamath,35,10/1/1978,1/1/2100,56.92258,7.29881,43.46276439,-122.1531645,0.020373462,Summit Lake,0.791092781,42,Evergreen Forest,9,Csb,Temperate-dry_summer-warm_summer,This location has low elevation,This location has very high southness,"This location has a climate with warm, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Summit Ranch,802,CO,COLORADO,SNTL,SNOTEL,9371,39.71803,-106.1577,Summit,117,10/1/1979,1/1/2100,66.24154,5.09396,39.71279358,-106.1757561,0.018800097,Summit Ranch,0.894927367,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has very high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Sunset,803,ID,IDAHO,SNTL,SNOTEL,5540,47.55545,-115.82422,Shoshone,79,10/1/1978,1/1/2100,245.14967,7.06705,47.55364164,-115.8119363,0.012416136,Sunset,0.702100402,42,Evergreen Forest,8,Csa,Temperate-dry_summer-hot_summer,This location has low elevation,This location has very high southness,"This location has a climate with hot, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Surprise Lakes,804,WA,WASHINGTON,SNTL,SNOTEL,4290,46.09497,-121.76345,Skamania,59,10/1/1978,1/1/2100,53.91549,2.88974,46.07638041,-121.7801511,0.024989957,Surprise Lakes,-0.217679263,42,Evergreen Forest,9,Csb,Temperate-dry_summer-warm_summer,This location has low elevation,This location has moderate southness,"This location has a climate with warm, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Swede Peak,805,ID,IDAHO,SNTL,SNOTEL,7640,43.626,-113.96887,Blaine,13,10/1/1978,1/1/2100,14.05692,9.31056,43.63321761,-113.9468691,0.023154522,Swede Peak,0.009135914,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has moderate elevation,This location has high southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Sylvan Lake,806,WY,WYOMING,SNTL,SNOTEL,8420,44.47764,-110.15651,Park,29,10/1/1978,1/1/2100,198.85701,1.80155,44.48548371,-110.154566,0.008081022,Sylvan Lake,-0.576767767,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has high elevation,This location has low southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Sylvan Road,807,WY,WYOMING,SNTL,SNOTEL,7120,44.47825,-110.03808,Park,29,10/1/1986,1/1/2100,170.4953,12.49482,44.48548371,-110.0302282,0.01067603,Sylvan Road,-0.047219679,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has moderate elevation,This location has moderate southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Tahoe City Cross,809,CA,CALIFORNIA,SNTL,SNOTEL,6797,39.17162,-120.15362,Placer,61,10/1/1980,1/1/2100,81.71317,5.79247,39.14461619,-120.1637595,0.028844693,Tahoe City Cross,-0.471019234,42,Evergreen Forest,8,Csa,Temperate-dry_summer-hot_summer,This location has moderate elevation,This location has low southness,"This location has a climate with hot, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Taylor Butte,810,OR,OREGON,SNTL,SNOTEL,5030,42.69108,-121.42592,Klamath,35,10/1/1978,1/1/2100,120.99636,1.10366,42.66731604,-121.4071376,0.030290315,Taylor Butte,-0.040203419,42,Evergreen Forest,8,Csa,Temperate-dry_summer-hot_summer,This location has low elevation,This location has moderate southness,"This location has a climate with hot, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Taylor Canyon,811,NV,NEVADA,SNTL,SNOTEL,6325,41.2287,-116.0293,Elko,7,10/1/1980,1/1/2100,272.66031,2.78284,41.24687255,-115.998443,0.035810582,Taylor Canyon,-0.277747576,52,Shrub_Scrub,7,BSk,Arid-steppe-cold,This location has moderate elevation,This location has moderate southness,This location has a climate with low precipitation and cooler temperatures.,"This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Taylor Green,812,OR,OREGON,SNTL,SNOTEL,5740,45.07707,-117.55067,Baker,1,10/1/1978,1/1/2100,21.0175,8.79116,45.0536611,-117.5526656,0.023493805,Taylor Green,-0.332909541,52,Shrub_Scrub,8,Csa,Temperate-dry_summer-hot_summer,This location has low elevation,This location has moderate southness,"This location has a climate with hot, dry summers and mild, wet winters.","This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Tepee Creek,813,MT,MONTANA,SNTL,SNOTEL,8000,44.78562,-111.71,Madison,57,10/1/1971,1/1/2100,72.65777,11.32777,44.7695724,-111.7087886,0.016093255,Tepee Creek,0.870285411,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has high elevation,This location has very high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Thaynes Canyon,814,UT,UTAH,SNTL,SNOTEL,9230,40.6235,-111.53322,Summit,43,6/20/1988,1/1/2100,338.8584,16.73574,40.62187742,-111.5222819,0.011057817,Thaynes Canyon,-0.776920842,43,Mixed Forest,7,BSk,Arid-steppe-cold,This location has very high elevation,This location has low southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests characterized by a combination of both evergreen and deciduous trees, often found in temperate regions with moderate climates."
Three Creeks Meadow,815,OR,OREGON,SNTL,SNOTEL,5690,44.14425,-121.64095,Deschutes,17,10/1/1979,1/1/2100,11.69913,23.13804,44.14457727,-121.6558132,0.014866849,Three Creeks Meadow,-0.589672931,71,Grassland_Herbaceous,9,Csb,Temperate-dry_summer-warm_summer,This location has low elevation,This location has low southness,"This location has a climate with warm, dry summers and mild, wet winters.","This location has areas dominated by grasses and other herbaceous plants, often found in regions with moderate to low rainfall and no trees."
Thumb Divide,816,WY,WYOMING,SNTL,SNOTEL,7980,44.36917,-110.57717,Teton,39,9/30/1987,1/1/2100,316.17081,4.17865,44.37184823,-110.5897483,0.012860284,Thumb Divide,0.36727868,52,Shrub_Scrub,18,Dsb,Cold-dry_summer-warm_summer,This location has high elevation,This location has high southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Thunder Basin,817,WA,WASHINGTON,SNTL,SNOTEL,4320,48.52753,-120.9895,Skagit,57,9/30/1987,1/1/2100,272.48102,2.56653,48.51954321,-120.9719553,0.019277064,Thunder Basin,-0.364019457,42,Evergreen Forest,18,Dsb,Cold-dry_summer-warm_summer,This location has low elevation,This location has low southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Timber Creek,819,WY,WYOMING,SNTL,SNOTEL,7950,44.0274,-109.17879,Park,29,8/1/1967,1/1/2100,266.7916,1.31042,44.03094179,-109.1598635,0.019255023,Timber Creek,-0.937723348,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has high elevation,This location has low southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Timpanogos Divide,820,UT,UTAH,SNTL,SNOTEL,8140,40.42817,-111.61633,Utah,49,10/1/1978,1/1/2100,343.72076,7.45041,40.4514242,-111.6466197,0.038186683,Timpanogos Divide,-0.257366018,41,Deciduous Forest,7,BSk,Arid-steppe-cold,This location has high elevation,This location has moderate southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests where trees lose their leaves seasonally, typically found in regions with distinct seasons including a warm growing season and a cold winter."
Tipton,821,OR,OREGON,SNTL,SNOTEL,5150,44.65567,-118.42617,Baker,1,10/1/1978,1/1/2100,332.98898,5.98809,44.65593692,-118.4230302,0.003151093,Tipton,-0.290773794,42,Evergreen Forest,18,Dsb,Cold-dry_summer-warm_summer,This location has low elevation,This location has moderate southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Tizer Basin,893,MT,MONTANA,SNTL,SNOTEL,6880,46.34937,-111.85308,Jefferson,43,10/1/1987,1/1/2100,182.76936,5.62732,46.36046911,-111.8331264,0.022832795,Tizer Basin,-0.517668482,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has moderate elevation,This location has low southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Togwotee Pass,822,WY,WYOMING,SNTL,SNOTEL,9580,43.74902,-110.0578,Teton,39,10/1/1960,1/1/2100,221.54486,1.77907,43.74685309,-110.0302282,0.027656841,Togwotee Pass,-0.061185619,52,Shrub_Scrub,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has moderate southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Tony Grove Lake,823,UT,UTAH,SNTL,SNOTEL,8474,41.89833,-111.62957,Cache,5,10/1/1978,1/1/2100,121.99172,5.49901,41.87186769,-111.6466197,0.031479291,Tony Grove Lake,0.609209679,43,Mixed Forest,7,BSk,Arid-steppe-cold,This location has high elevation,This location has very high southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests characterized by a combination of both evergreen and deciduous trees, often found in temperate regions with moderate climates."
Touchet,824,WA,WASHINGTON,SNTL,SNOTEL,5530,46.11868,-117.8505,Columbia,13,10/1/1979,1/1/2100,222.53909,5.33811,46.13319815,-117.8635101,0.019494598,Touchet,0.705811458,42,Evergreen Forest,8,Csa,Temperate-dry_summer-hot_summer,This location has low elevation,This location has very high southness,"This location has a climate with hot, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
